Size,Rooms,Floors,Owners,Age,Yard,Pool,GuestRoom,Price,NumPrice
57.99,26,11,7,9,Big,Yes,No,High,1
36.016,37,56,6,25,Big,Yes,No,Low,0
57.044,25,93,6,29,Small,No,No,High,1
82.517,24,97,1,10,Big,No,Yes,High,1
9.95,1,69,10,9,Big,No,Yes,Low,0
57.806,49,47,1,20,Big,Yes,Yes,High,1
89.618,49,36,6,15,Big,No,Yes,High,1
2.638,100,44,9,9,Small,Yes,Yes,Low,0
87.763,36,11,3,7,Small,No,No,High,1
85.503,42,20,8,24,Small,Yes,Yes,High,1
76.014,51,98,3,26,Big,No,No,High,1
53.5,26,16,5,3,Small,No,Yes,High,1
98.644,15,33,3,9,Small,No,No,High,1
45.125,77,51,2,2,Big,Yes,Yes,Low,0
8.759,60,28,8,18,Small,No,No,Low,0
1.347,45,39,7,23,Big,Yes,No,Low,0
41.483,67,92,5,14,Big,Yes,No,Low,0
52.123,32,52,4,14,Big,No,Yes,High,1
96.803,94,31,6,5,Small,No,No,High,1
59.413,43,6,4,31,Small,No,Yes,High,1
15.727,25,55,7,14,Big,No,Yes,Low,0
6.051,80,44,10,7,Big,No,Yes,Low,0
67.103,37,64,8,31,Big,Yes,Yes,High,1
63.648,42,23,2,6,Big,Yes,No,High,1
95.514,64,83,8,5,Small,Yes,Yes,High,1
18.604,63,23,10,18,Small,No,No,Low,0
5.598,10,38,6,27,Small,No,Yes,Low,0
13.984,6,54,10,19,Small,Yes,No,Low,0
25.602,37,17,9,0,Big,No,Yes,Low,0
57.035,7,24,2,23,Small,Yes,Yes,High,1
94.081,47,75,5,6,Small,Yes,No,High,1
49.818,26,69,9,16,Small,No,No,Low,0
55.971,94,30,10,20,Small,No,Yes,High,1
6.704,83,59,10,9,Big,Yes,Yes,Low,0
99.51,58,5,2,19,Small,No,No,High,1
97.428,2,76,7,12,Big,No,Yes,High,1
56.555,90,78,1,31,Big,Yes,No,High,1
87.418,73,7,1,26,Small,No,Yes,High,1
68.925,98,93,8,30,Big,Yes,No,High,1
54.379,82,10,9,9,Big,Yes,No,High,1
3.448,13,68,2,20,Small,Yes,No,Low,0
5.39,52,54,7,1,Big,Yes,No,Low,0
83.647,83,33,9,18,Small,No,No,High,1
67.917,5,97,3,26,Small,Yes,No,High,1
74.623,98,99,7,2,Big,No,No,High,1
16.631,68,95,9,18,Small,No,Yes,Low,0
97.732,45,19,7,7,Small,No,Yes,High,1
2.448,87,30,8,31,Big,No,Yes,Low,0
5.117,58,30,3,3,Big,No,Yes,Low,0
22.703,41,53,1,3,Small,No,No,Low,0
16.856,66,92,9,18,Small,Yes,Yes,Low,0
61.578,47,35,7,22,Big,Yes,Yes,High,1
70.806,79,62,10,10,Small,Yes,Yes,High,1
68.122,5,28,10,22,Big,No,Yes,High,1
77.337,32,68,4,30,Small,No,No,High,1
78.18,26,46,5,26,Big,Yes,No,High,1
75.669,31,64,6,28,Big,Yes,Yes,High,1
22.752,14,58,10,13,Big,Yes,Yes,Low,0
80.686,74,9,7,13,Small,Yes,Yes,High,1
77.216,46,57,5,14,Small,No,Yes,High,1
45.273,54,27,10,14,Small,Yes,No,Low,0
58.971,82,67,3,2,Small,No,Yes,High,1
76.021,71,12,5,31,Big,Yes,Yes,High,1
44.637,13,51,10,0,Small,Yes,Yes,Low,0
98.191,17,77,5,1,Big,No,Yes,High,1
44.67,41,3,2,29,Big,Yes,Yes,Low,0
19.869,99,86,4,0,Small,No,Yes,Low,0
2.095,88,27,10,30,Big,No,Yes,Low,0
31.437,10,52,8,8,Big,No,Yes,Low,0
72.781,12,25,2,2,Small,No,Yes,High,1
32.032,97,97,8,27,Small,Yes,Yes,Low,0
35.948,75,53,10,13,Small,No,No,Low,0
42.49,73,20,3,9,Small,Yes,Yes,Low,0
12.101,91,23,7,25,Big,No,No,Low,0
75.354,2,61,2,2,Small,Yes,Yes,High,1
6.577,9,68,7,15,Small,Yes,No,Low,0
15.67,54,26,3,14,Big,No,Yes,Low,0
48.434,33,87,9,19,Big,No,No,Low,0
61.238,70,39,7,8,Big,No,Yes,High,1
97.6,92,60,7,17,Small,No,No,High,1
4.846,64,25,2,6,Small,No,No,Low,0
41.309,44,5,5,18,Big,No,Yes,Low,0
51.29,95,77,6,18,Small,Yes,No,High,1
5.389,42,25,8,4,Small,Yes,Yes,Low,0
33.098,36,42,8,29,Big,Yes,No,Low,0
89.186,28,5,1,0,Small,No,No,High,1
91.558,18,46,1,29,Small,No,No,High,1
45.441,29,66,5,17,Big,No,Yes,Low,0
69.94,26,75,3,15,Big,Yes,Yes,High,1
54.729,30,9,2,20,Big,Yes,Yes,High,1
14.366,15,15,9,12,Big,Yes,Yes,Low,0
75.903,20,27,1,11,Small,Yes,Yes,High,1
78.088,53,6,4,27,Small,No,No,High,1
18.426,63,31,3,25,Big,Yes,No,Low,0
48.776,60,9,3,30,Small,No,No,Low,0
13.898,96,41,1,14,Small,No,Yes,Low,0
33.984,100,41,10,31,Small,Yes,No,Low,0
84.697,63,44,8,17,Big,Yes,Yes,High,1
2.474,18,57,4,21,Big,Yes,Yes,Low,0
15.555,13,66,2,7,Small,No,No,Low,0
58.882,25,60,10,13,Big,No,No,High,1
11.169,97,97,9,31,Big,Yes,Yes,Low,0
67.972,87,21,6,11,Big,Yes,No,High,1
94.707,30,1,7,7,Small,Yes,No,High,1
14.809,58,28,10,6,Small,Yes,No,Low,0
65.052,24,25,7,29,Small,No,No,High,1
71.93,54,87,5,16,Big,Yes,No,High,1
76.42,38,63,8,15,Big,No,Yes,High,1
47.807,31,67,5,29,Big,No,Yes,Low,0
90.841,48,15,5,18,Big,No,No,High,1
75.34,98,27,5,3,Big,Yes,No,High,1
72.495,76,59,10,27,Big,Yes,No,High,1
19.596,10,28,10,24,Big,No,No,Low,0
45.383,78,34,2,22,Big,Yes,Yes,Low,0
41.0,5,8,7,30,Small,Yes,No,Low,0
3.929,61,87,4,28,Big,Yes,Yes,Low,0
9.698,67,23,7,1,Small,Yes,Yes,Low,0
1.296,39,42,1,16,Small,Yes,Yes,Low,0
28.956,3,2,6,30,Small,Yes,No,Low,0
12.48,2,55,1,6,Big,No,Yes,Low,0
22.716,61,36,3,8,Small,No,No,Low,0
60.45,94,16,3,3,Big,No,Yes,High,1
64.209,30,55,5,29,Big,Yes,No,High,1
9.947,94,86,2,7,Small,No,No,Low,0
27.492,38,1,10,19,Small,No,No,Low,0
60.166,29,29,9,26,Big,No,Yes,High,1
64.969,99,61,10,20,Big,Yes,No,High,1
95.312,33,88,8,26,Small,No,No,High,1
83.847,31,73,3,13,Small,No,No,High,1
6.284,3,21,4,5,Big,No,Yes,Low,0
72.545,96,78,6,0,Big,Yes,Yes,High,1
72.078,95,59,10,15,Big,No,Yes,High,1
69.178,15,1,4,26,Big,Yes,No,High,1
65.546,74,21,8,10,Big,No,No,High,1
5.725,16,21,9,12,Big,No,Yes,Low,0
60.226,79,80,4,5,Big,Yes,No,High,1
33.704,55,47,5,25,Small,Yes,Yes,Low,0
96.364,31,59,10,16,Big,Yes,No,High,1
49.14,48,97,4,15,Big,No,Yes,Low,0
66.274,25,76,7,16,Small,No,Yes,High,1
98.39,47,19,4,15,Big,Yes,Yes,High,1
28.92,1,72,6,14,Big,No,No,Low,0
52.332,36,33,7,26,Small,No,No,High,1
9.428,45,34,10,30,Small,No,Yes,Low,0
37.111,97,22,2,2,Big,No,Yes,Low,0
86.848,93,56,5,29,Big,No,Yes,High,1
5.034,50,43,1,23,Big,No,No,Low,0
63.297,8,23,10,30,Small,Yes,No,High,1
75.284,15,90,1,20,Small,No,Yes,High,1
71.362,82,16,6,14,Big,Yes,No,High,1
10.983,10,4,3,10,Small,Yes,Yes,Low,0
23.86,51,3,4,4,Big,Yes,No,Low,0
10.745,86,14,4,26,Big,No,Yes,Low,0
38.829,1,54,2,10,Big,Yes,Yes,Low,0
99.362,60,81,7,3,Big,No,No,High,1
45.524,90,56,5,8,Big,No,No,Low,0
96.091,100,24,3,22,Small,Yes,No,High,1
80.349,70,30,4,18,Big,No,Yes,High,1
15.18,44,6,6,18,Small,No,Yes,Low,0
42.9,38,80,10,5,Big,Yes,No,Low,0
89.115,16,97,6,20,Small,Yes,No,High,1
7.019,33,99,4,13,Small,No,No,Low,0
23.213,89,42,8,3,Small,Yes,Yes,Low,0
29.096,51,45,2,25,Small,Yes,Yes,Low,0
44.615,18,34,4,9,Small,No,No,Low,0
99.093,39,34,8,9,Big,No,Yes,High,1
18.022,14,10,1,9,Big,No,Yes,Low,0
2.995,85,10,3,2,Small,Yes,Yes,Low,0
50.873,95,38,10,3,Small,No,No,High,1
93.896,35,80,3,17,Big,Yes,Yes,High,1
49.996,85,19,3,0,Small,No,Yes,High,1
51.999,10,85,9,4,Small,No,Yes,High,1
60.498,78,79,7,30,Small,Yes,No,High,1
79.361,12,19,10,12,Big,Yes,No,High,1
38.5,35,76,2,27,Big,No,Yes,Low,0
56.025,68,86,8,4,Big,No,No,High,1
36.794,79,82,2,8,Big,No,No,Low,0
64.654,34,33,5,29,Big,No,No,High,1
35.585,87,65,10,13,Small,No,No,Low,0
3.88,24,85,6,8,Big,Yes,No,Low,0
96.577,68,88,9,11,Big,No,No,High,1
52.746,56,14,2,18,Small,No,Yes,High,1
27.204,73,2,10,24,Big,No,Yes,Low,0
82.226,41,29,10,7,Big,No,No,High,1
4.114,43,14,8,25,Big,No,No,Low,0
88.759,85,94,8,9,Small,Yes,Yes,High,1
74.819,66,32,3,11,Big,No,Yes,High,1
57.897,28,3,9,9,Big,No,Yes,High,1
53.662,94,61,2,8,Big,Yes,Yes,High,1
31.601,70,35,1,3,Small,No,Yes,Low,0
52.141,9,35,4,11,Small,No,Yes,High,1
46.128,47,88,4,25,Big,Yes,No,Low,0
54.016,26,50,5,21,Small,Yes,No,High,1
97.419,44,87,1,10,Small,Yes,Yes,High,1
72.05,59,54,6,16,Big,No,No,High,1
10.037,55,97,5,29,Big,Yes,Yes,Low,0
27.4,25,31,4,29,Big,No,Yes,Low,0
4.263,20,26,6,19,Small,Yes,No,Low,0
55.901,28,54,7,6,Small,No,Yes,High,1
38.964,47,56,5,0,Small,Yes,Yes,Low,0
96.708,48,65,8,12,Small,No,Yes,High,1
6.415,49,10,2,13,Big,No,No,Low,0
72.859,97,52,2,20,Small,No,Yes,High,1
3.205,52,4,10,17,Big,No,No,Low,0
9.089,43,58,8,24,Small,No,Yes,Low,0
21.346,36,36,8,5,Big,Yes,Yes,Low,0
68.837,41,55,9,24,Big,No,No,High,1
29.319,62,47,3,20,Big,No,Yes,Low,0
17.193,18,72,4,3,Small,Yes,Yes,Low,0
24.451,12,86,8,11,Big,Yes,No,Low,0
61.847,85,96,9,7,Small,No,No,High,1
4.617,71,64,7,26,Small,Yes,No,Low,0
42.117,95,24,2,9,Big,Yes,No,Low,0
74.621,100,17,3,18,Big,No,Yes,High,1
8.188,74,51,8,17,Small,Yes,Yes,Low,0
52.525,13,82,7,22,Big,No,Yes,High,1
0.187,96,46,2,2,Big,Yes,No,Low,0
61.098,27,48,8,13,Small,Yes,No,High,1
7.591,98,59,2,25,Small,Yes,No,Low,0
75.948,55,71,4,25,Small,Yes,Yes,High,1
8.515,68,35,10,11,Big,Yes,No,Low,0
45.43,87,75,4,22,Big,No,No,Low,0
39.445,100,66,5,31,Small,No,Yes,Low,0
90.822,23,62,4,24,Big,Yes,Yes,High,1
67.215,58,10,9,22,Big,Yes,Yes,High,1
17.761,19,5,8,27,Small,No,Yes,Low,0
36.268,26,36,10,28,Small,Yes,Yes,Low,0
29.827,64,45,6,8,Big,Yes,Yes,Low,0
70.613,7,29,2,10,Big,Yes,Yes,High,1
30.978,64,13,7,10,Big,Yes,Yes,Low,0
47.606,49,16,4,0,Small,Yes,No,Low,0
9.664,77,94,10,9,Small,No,Yes,Low,0
17.648,25,11,1,9,Small,No,Yes,Low,0
70.763,4,38,4,6,Big,No,No,High,1
74.079,67,28,4,19,Small,Yes,Yes,High,1
62.926,48,18,2,18,Small,Yes,No,High,1
95.148,52,100,10,13,Small,No,Yes,High,1
13.583,42,32,2,6,Big,No,Yes,Low,0
91.624,29,20,6,8,Small,Yes,Yes,High,1
59.016,54,45,3,10,Small,No,Yes,High,1
66.061,62,61,7,31,Big,No,Yes,High,1
41.313,96,96,2,18,Small,Yes,Yes,Low,0
95.828,54,62,10,27,Big,No,Yes,High,1
50.479,3,73,9,1,Small,Yes,No,High,1
8.89,44,91,9,20,Big,No,Yes,Low,0
75.68,100,77,2,12,Small,No,Yes,High,1
87.705,98,41,9,2,Small,Yes,No,High,1
71.154,67,53,6,0,Small,Yes,Yes,High,1
1.981,39,6,7,13,Small,No,No,Low,0
86.139,41,35,6,20,Small,No,Yes,High,1
9.18,33,47,3,0,Big,No,Yes,Low,0
34.338,41,95,2,25,Small,No,No,Low,0
4.771,56,12,4,10,Big,No,No,Low,0
96.666,95,9,4,13,Small,Yes,Yes,High,1
30.579,73,98,4,19,Small,No,No,Low,0
70.837,57,35,1,8,Big,Yes,Yes,High,1
80.0,2,19,5,8,Big,Yes,No,High,1
51.993,59,33,10,8,Big,Yes,Yes,High,1
98.157,91,75,1,0,Small,Yes,Yes,High,1
50.571,39,24,10,23,Big,Yes,No,High,1
21.982,35,46,6,27,Big,No,No,Low,0
54.706,87,18,7,10,Big,No,No,High,1
7.028,35,20,10,26,Big,Yes,Yes,Low,0
63.711,42,7,2,24,Small,No,No,High,1
67.135,30,64,8,1,Big,No,Yes,High,1
49.092,10,81,5,19,Big,Yes,No,Low,0
91.112,51,9,2,30,Big,Yes,Yes,High,1
40.372,84,26,9,10,Small,Yes,No,Low,0
68.481,29,96,7,3,Big,No,No,High,1
59.302,85,31,5,14,Big,Yes,No,High,1
30.803,39,49,10,17,Big,No,No,Low,0
0.149,28,43,1,30,Big,Yes,Yes,Low,0
30.514,83,73,4,7,Big,No,Yes,Low,0
79.555,80,6,3,31,Small,No,No,High,1
79.68,84,100,8,3,Small,No,Yes,High,1
1.658,78,21,2,31,Small,Yes,No,Low,0
46.135,26,39,2,31,Big,Yes,Yes,Low,0
13.087,55,12,8,24,Small,No,No,Low,0
1.294,31,83,2,0,Big,No,Yes,Low,0
66.169,40,66,5,28,Small,No,Yes,High,1
26.492,46,6,5,9,Small,No,No,Low,0
1.405,96,16,4,23,Big,Yes,Yes,Low,0
58.036,51,35,9,14,Small,Yes,Yes,High,1
60.25,79,16,1,2,Big,No,Yes,High,1
92.412,89,3,5,25,Big,Yes,Yes,High,1
57.801,64,41,6,2,Big,No,Yes,High,1
33.785,16,9,6,27,Big,No,No,Low,0
3.763,30,20,4,18,Small,Yes,No,Low,0
30.588,71,73,9,23,Big,No,Yes,Low,0
98.209,43,67,8,9,Big,No,Yes,High,1
43.587,83,26,9,16,Small,No,No,Low,0
66.716,22,72,10,8,Big,No,Yes,High,1
20.349,35,52,3,5,Small,Yes,No,Low,0
91.126,87,53,4,14,Small,Yes,No,High,1
64.335,4,83,9,1,Small,No,No,High,1
43.4,41,72,9,7,Big,Yes,No,Low,0
7.239,61,83,7,27,Big,No,No,Low,0
0.788,53,53,4,7,Small,No,No,Low,0
25.386,30,35,10,20,Big,No,No,Low,0
17.633,28,83,2,8,Small,No,No,Low,0
84.805,15,9,7,17,Small,Yes,Yes,High,1
29.758,34,63,1,0,Big,No,Yes,Low,0
11.813,35,74,5,20,Small,Yes,Yes,Low,0
63.396,36,95,10,3,Small,Yes,No,High,1
64.693,64,81,9,8,Small,No,No,High,1
41.976,78,86,7,31,Small,Yes,Yes,Low,0
81.473,12,1,3,31,Big,Yes,No,High,1
28.232,6,18,10,24,Small,Yes,No,Low,0
33.871,85,64,6,13,Small,Yes,No,Low,0
77.855,59,100,7,3,Big,Yes,No,High,1
35.791,35,12,5,11,Big,Yes,Yes,Low,0
19.537,61,83,2,1,Small,Yes,No,Low,0
25.897,98,92,4,28,Big,No,Yes,Low,0
56.391,99,9,4,29,Big,No,No,High,1
6.556,57,46,5,24,Big,Yes,No,Low,0
5.702,68,55,4,26,Small,No,No,Low,0
9.771,26,48,6,26,Small,Yes,Yes,Low,0
87.346,56,82,9,31,Big,Yes,Yes,High,1
47.542,25,97,9,1,Small,No,No,Low,0
79.41,40,29,3,30,Big,Yes,No,High,1
35.631,54,7,6,3,Big,No,Yes,Low,0
13.91,75,80,3,6,Big,Yes,Yes,Low,0
79.553,7,61,2,25,Big,No,Yes,High,1
32.85,49,91,4,9,Big,Yes,No,Low,0
18.086,7,28,6,20,Big,No,Yes,Low,0
25.112,40,99,5,27,Small,No,No,Low,0
25.263,53,51,2,17,Big,Yes,Yes,Low,0
13.117,70,84,6,29,Small,Yes,Yes,Low,0
93.443,16,93,3,6,Big,No,Yes,High,1
35.732,68,58,10,14,Small,No,Yes,Low,0
5.802,99,61,1,11,Small,No,Yes,Low,0
60.596,82,39,8,19,Big,No,Yes,High,1
35.966,4,35,8,12,Small,Yes,No,Low,0
27.571,98,77,1,23,Small,Yes,Yes,Low,0
23.378,13,9,2,25,Big,Yes,Yes,Low,0
6.617,51,38,4,11,Small,No,Yes,Low,0
26.599,50,96,4,6,Small,Yes,Yes,Low,0
86.916,12,85,1,24,Big,No,No,High,1
14.757,37,19,10,17,Big,Yes,Yes,Low,0
69.426,70,37,5,25,Small,Yes,Yes,High,1
89.003,41,86,7,29,Big,No,No,High,1
63.261,94,6,5,26,Small,No,Yes,High,1
38.701,64,43,4,27,Small,Yes,No,Low,0
19.507,46,55,6,11,Big,No,Yes,Low,0
37.34,97,7,8,8,Small,Yes,Yes,Low,0
88.94,18,5,1,18,Big,No,No,High,1
18.436,31,6,9,19,Big,Yes,Yes,Low,0
17.723,48,82,2,14,Big,Yes,Yes,Low,0
97.59,3,46,2,6,Big,No,No,High,1
30.877,44,5,5,20,Big,No,Yes,Low,0
68.772,98,98,5,3,Small,Yes,Yes,High,1
70.556,83,10,9,2,Small,Yes,Yes,High,1
8.562,24,33,3,6,Big,No,Yes,Low,0
45.868,72,69,7,27,Big,Yes,Yes,Low,0
64.108,67,98,3,29,Small,Yes,Yes,High,1
72.58,79,84,2,25,Big,Yes,Yes,High,1
31.231,65,72,3,29,Small,Yes,Yes,Low,0
93.324,100,38,4,27,Big,Yes,Yes,High,1
47.212,37,81,4,20,Big,Yes,No,Low,0
12.834,68,74,2,7,Big,Yes,Yes,Low,0
83.865,38,42,2,29,Big,Yes,Yes,High,1
32.602,47,43,2,25,Big,No,No,Low,0
81.374,87,15,4,1,Big,Yes,Yes,High,1
42.253,39,16,5,13,Big,No,No,Low,0
93.174,36,53,8,24,Small,Yes,No,High,1
19.443,16,27,1,15,Big,Yes,No,Low,0
0.152,80,18,4,9,Big,Yes,Yes,Low,0
74.76,36,18,8,10,Big,Yes,Yes,High,1
35.863,54,39,4,30,Small,Yes,Yes,Low,0
7.364,45,77,10,11,Big,Yes,No,Low,0
33.749,74,38,7,22,Small,Yes,Yes,Low,0
20.197,64,97,7,31,Big,No,Yes,Low,0
81.147,38,80,3,15,Small,Yes,No,High,1
62.282,35,44,1,11,Small,No,No,High,1
27.445,13,21,4,5,Small,Yes,Yes,Low,0
65.273,91,29,9,2,Small,Yes,No,High,1
35.082,21,52,6,31,Big,Yes,Yes,Low,0
16.894,96,88,1,10,Small,No,No,Low,0
99.636,59,10,9,17,Small,No,No,High,1
13.517,48,74,9,16,Big,No,No,Low,0
93.733,81,4,8,28,Big,Yes,Yes,High,1
88.616,92,37,1,22,Small,Yes,Yes,High,1
47.649,30,38,5,9,Small,No,Yes,Low,0
85.525,80,55,10,6,Big,No,No,High,1
74.938,28,31,10,1,Small,No,Yes,High,1
19.739,67,84,6,0,Small,No,Yes,Low,0
68.826,58,21,2,11,Small,No,Yes,High,1
99.173,83,35,3,29,Big,Yes,No,High,1
90.215,1,48,2,19,Small,No,No,High,1
54.337,33,32,1,9,Big,Yes,No,High,1
29.589,45,76,1,15,Big,Yes,No,Low,0
99.532,17,62,6,28,Small,No,No,High,1
91.554,81,79,10,22,Small,No,Yes,High,1
85.06,55,12,9,23,Small,No,No,High,1
18.362,100,33,4,2,Big,No,No,Low,0
66.648,48,52,10,22,Small,Yes,Yes,High,1
95.065,1,49,8,12,Big,Yes,Yes,High,1
73.117,64,58,10,17,Big,No,No,High,1
21.261,50,4,9,23,Big,Yes,Yes,Low,0
1.175,21,51,4,6,Small,Yes,Yes,Low,0
31.854,54,54,9,1,Big,No,No,Low,0
0.617,21,27,4,8,Big,No,No,Low,0
22.567,6,37,4,21,Small,No,Yes,Low,0
1.722,56,84,8,19,Small,Yes,No,Low,0
72.265,69,59,5,16,Big,Yes,No,High,1
53.842,30,9,4,8,Small,No,Yes,High,1
11.292,68,82,2,23,Small,No,Yes,Low,0
63.086,91,49,2,8,Small,No,No,High,1
14.079,32,81,1,30,Big,Yes,Yes,Low,0
68.083,32,75,9,16,Small,No,No,High,1
70.919,11,44,10,24,Big,Yes,Yes,High,1
97.544,65,72,2,7,Small,No,Yes,High,1
76.746,49,76,4,14,Big,Yes,Yes,High,1
82.109,57,15,6,31,Small,Yes,Yes,High,1
58.478,5,35,10,5,Small,Yes,No,High,1
66.555,56,36,10,1,Big,Yes,Yes,High,1
38.704,27,65,1,23,Big,Yes,Yes,Low,0
85.569,56,35,1,2,Big,Yes,Yes,High,1
66.784,34,3,10,29,Small,No,Yes,High,1
50.401,60,55,5,18,Small,Yes,No,High,1
80.306,84,91,4,17,Big,Yes,No,High,1
75.556,53,38,5,22,Small,Yes,No,High,1
82.859,100,12,10,23,Big,No,Yes,High,1
49.17,96,21,3,30,Small,Yes,Yes,Low,0
36.945,35,31,3,15,Small,No,Yes,Low,0
10.697,20,19,7,1,Big,Yes,No,Low,0
2.308,57,62,9,13,Small,No,Yes,Low,0
68.985,67,79,4,4,Big,Yes,Yes,High,1
1.405,74,69,8,12,Small,Yes,No,Low,0
17.685,13,46,4,24,Small,Yes,Yes,Low,0
66.07,38,10,4,24,Big,Yes,No,High,1
85.707,92,30,8,28,Big,No,No,High,1
54.831,88,81,3,20,Big,No,Yes,High,1
28.743,30,49,4,21,Big,No,Yes,Low,0
40.195,56,35,1,21,Small,Yes,No,Low,0
0.196,56,98,6,7,Small,Yes,No,Low,0
34.053,47,70,4,3,Small,Yes,No,Low,0
18.929,79,76,4,12,Big,No,Yes,Low,0
46.349,76,24,9,16,Small,No,No,Low,0
7.259,25,39,4,7,Big,Yes,No,Low,0
24.42,46,27,6,20,Small,No,Yes,Low,0
78.627,56,98,6,14,Big,Yes,No,High,1
56.43,86,95,8,8,Small,Yes,No,High,1
68.947,89,17,8,25,Big,No,No,High,1
22.348,52,46,1,9,Big,No,No,Low,0
84.6,74,43,4,24,Big,Yes,Yes,High,1
80.323,100,86,8,26,Big,No,No,High,1
56.694,26,46,4,29,Small,No,Yes,High,1
96.433,18,47,10,15,Big,Yes,Yes,High,1
66.859,18,47,9,23,Small,No,Yes,High,1
55.529,15,84,3,13,Big,Yes,No,High,1
74.591,69,20,8,12,Big,Yes,No,High,1
13.374,74,34,9,16,Big,No,Yes,Low,0
60.899,79,64,7,17,Big,Yes,No,High,1
52.685,48,75,10,27,Small,No,Yes,High,1
21.856,5,22,6,18,Big,Yes,Yes,Low,0
88.367,5,7,1,3,Small,No,No,High,1
95.238,100,54,9,2,Big,No,Yes,High,1
10.966,47,10,5,24,Small,Yes,Yes,Low,0
86.8,18,99,4,13,Small,No,Yes,High,1
77.857,14,20,10,19,Small,No,Yes,High,1
42.395,22,98,5,3,Small,Yes,Yes,Low,0
14.75,30,12,9,7,Big,No,Yes,Low,0
64.18,36,100,6,19,Big,Yes,Yes,High,1
16.859,93,70,6,5,Small,No,No,Low,0
90.045,95,77,3,13,Small,No,No,High,1
96.329,51,80,2,0,Small,Yes,No,High,1
88.899,84,23,5,1,Small,Yes,No,High,1
5.965,25,88,10,4,Small,No,No,Low,0
23.073,84,43,4,20,Small,No,No,Low,0
75.135,44,46,10,29,Big,Yes,No,High,1
61.445,70,98,5,31,Big,No,No,High,1
71.353,95,21,1,2,Small,Yes,No,High,1
80.225,100,67,6,19,Small,No,Yes,High,1
23.118,75,81,2,9,Big,Yes,No,Low,0
58.679,60,46,5,10,Big,No,Yes,High,1
17.368,92,37,8,30,Big,Yes,No,Low,0
27.9,1,96,3,16,Big,No,Yes,Low,0
48.887,95,89,6,15,Big,Yes,No,Low,0
3.503,65,58,7,18,Small,No,No,Low,0
2.155,71,1,1,31,Big,No,No,Low,0
68.717,60,13,10,17,Small,Yes,No,High,1
39.077,15,33,8,26,Small,No,No,Low,0
45.692,12,77,10,0,Small,No,Yes,Low,0
67.735,36,24,5,1,Small,Yes,Yes,High,1
97.884,37,5,10,25,Small,No,Yes,High,1
50.593,95,82,2,0,Small,Yes,No,High,1
82.285,19,22,5,7,Small,No,No,High,1
69.778,12,98,9,20,Small,No,Yes,High,1
58.914,54,73,2,4,Big,Yes,Yes,High,1
44.244,81,29,3,27,Big,Yes,No,Low,0
28.354,54,15,5,21,Small,Yes,Yes,Low,0
71.676,13,49,7,12,Big,Yes,No,High,1
96.018,65,43,5,25,Small,No,No,High,1
39.21,100,70,9,10,Small,No,No,Low,0
56.348,39,64,6,28,Big,Yes,No,High,1
80.294,94,29,5,20,Big,Yes,Yes,High,1
25.059,55,95,7,6,Small,No,Yes,Low,0
18.586,93,16,5,24,Small,Yes,No,Low,0
57.441,80,43,8,8,Big,Yes,No,High,1
30.442,48,60,9,13,Small,No,No,Low,0
66.944,3,16,4,14,Big,No,No,High,1
93.508,64,60,7,19,Big,No,No,High,1
81.021,39,42,8,26,Small,Yes,Yes,High,1
80.489,24,82,3,19,Small,Yes,Yes,High,1
6.481,86,60,10,4,Big,Yes,Yes,Low,0
85.181,4,98,6,1,Small,Yes,No,High,1
62.859,26,58,3,6,Big,No,Yes,High,1
87.991,31,79,2,15,Small,No,Yes,High,1
20.447,11,99,4,1,Small,Yes,No,Low,0
85.101,91,44,3,6,Big,Yes,No,High,1
16.834,67,54,8,22,Big,No,Yes,Low,0
65.711,20,63,9,29,Big,Yes,Yes,High,1
73.021,10,76,2,19,Big,No,No,High,1
26.519,100,59,7,25,Small,Yes,No,Low,0
81.645,95,37,2,8,Big,Yes,Yes,High,1
0.816,7,48,3,18,Small,Yes,No,Low,0
32.244,67,87,4,20,Big,Yes,No,Low,0
92.698,19,28,9,15,Big,No,No,High,1
80.691,51,13,5,16,Small,No,Yes,High,1
19.268,12,77,5,11,Big,No,No,Low,0
65.67,3,44,6,12,Big,No,Yes,High,1
82.779,2,73,4,4,Big,Yes,Yes,High,1
1.967,87,76,10,12,Big,Yes,No,Low,0
66.628,85,70,5,24,Big,No,No,High,1
96.429,68,49,7,17,Big,Yes,Yes,High,1
10.588,61,78,1,6,Small,Yes,Yes,Low,0
96.037,58,4,4,28,Big,No,No,High,1
18.281,9,76,3,5,Big,No,Yes,Low,0
22.809,70,65,8,31,Big,Yes,No,Low,0
48.52,25,95,10,20,Small,Yes,Yes,Low,0
51.703,56,83,4,21,Small,Yes,No,High,1
21.976,55,97,2,13,Big,No,Yes,Low,0
91.591,54,71,8,3,Small,Yes,No,High,1
81.125,22,24,9,9,Small,No,No,High,1
1.314,71,4,5,3,Small,Yes,No,Low,0
46.988,66,27,10,30,Big,Yes,Yes,Low,0
10.379,47,12,5,26,Small,No,No,Low,0
88.648,99,34,9,20,Big,No,Yes,High,1
99.075,38,16,5,4,Small,Yes,Yes,High,1
77.604,10,80,10,18,Small,No,Yes,High,1
5.473,70,77,4,29,Small,No,No,Low,0
20.486,81,17,7,8,Small,Yes,No,Low,0
45.14,28,59,8,28,Small,No,Yes,Low,0
42.943,27,82,5,27,Big,Yes,Yes,Low,0
23.061,28,40,2,2,Small,Yes,No,Low,0
